WOD code,NODC code,Platform Name
3130,32NV,ATLANTIC CONVEYER
9957,33H4,ATLANTIC EXPLORER (C.s.WDC9417;built 1982;ex.Seward Johnson II 2005;IMO8120014)
7372,18A1,ATLANTIC LINDSEY
2033,31S9,ATLANTIC SEAL
3054,32LR,ATLANTIC STAR
9684,58AZ,ATLANTIC STAR (F/V; call sign LMBG; built 1996; EX Hedra 2002;IMO9134555)
2666,32AW,ATLANTIC TWIN
6728,RUAL,ATLANTIDA
1370,31AT,ATLANTIS (1931 - 9/1963)a
7340,33AT,ATLANTIS (R/V; call sign KAQP; built 03.1997; IMO9105798)
1364,31AN,ATLANTIS II (4/1963 - 3/2/1997)
9927,RUNT,ATLANTNIRO (F/V;call sign UHOB;built 06.1987;comm-d 01.1992;IMO8607050)\0
6722,90NT,ATLANTNIRO (F/V;call sign UHOB;built 06.1987;decomm-d 1991;IMO8607050)\0Q
2678,32A8,ATLAS
4285,35TS,ATLAS
9164,90JZ,ATLAS
6174,77AA,ATLE
9667,90IQ,ATNA (R/V;c.s.UFLU;b1954;comm-d 1973;ex.RS-5244 'Atna';IMO6851530;Nakhodka)
7765,33A2,ATOLL III (PRIVATE SAILING VESSEL 1972-1976) 
790,18AL,ATOLLA
4556,49AT,ATSUMI (Call sign JDRU; active 01.1954 - 04.1962)
2376,312T,ATTU
6796,33AN,ATUN
7350,66AM,ATYIMBA
3822,327V,AUBREY FITCH (FFG-34)
3736,325A,AUBURN
2072,31UC,AUCILLA
2942,32IK,AUDREY LYNN
202,06AU,AUGUSTA
8748,09AV,AUGUSTA (COASTAL STATION)
2038,31TE,AUKE BAY
11502,34EB,AURA (C.s.OJMS;b.01.2008;IMO9395276) 
3969,34AN,AURA (Commissioned 1961; decommissioned 1963)\0
5467,64AU,AURELIA
6894,77UR,AURELIA (R/V; call sign SGEU; built 1973;Stockholm Iniv.)
3975,34AU,AURELIA L/V
11268,ESQT,AURELIE (R/V;built 2014;length 15;Estonian Marine Institute) 
7516,68AU,AURIGA (A5205; call sign CTHL; built 1987; Instituto Hidrografico)
533,09AR,AURORA AUSTRALIS (R/V; call sign VNAA; built 1990; IMO8717283)
2992,32J0,AUSTRAL ENVOY
3679,323L,AUSTRAL LIGHTNING
3368,32UM,AUSTRAL MOON 
3372,32UR,AUSTRAL RAINBOW
524,09AG,AUSTRALIA STAR
7619,09AU,AUSTRALIAN ENTERPRISE (VNVT) 
527,09AK,AUSTRALIAN PROGESS
7904,35A9,AUTAN (FNXK) 
9421,33P2,AUTONOMOUS PINNIPED
9422,33AW,AUTONOMOUS UNDERWATER VEHICLE (Spray glider) 
4062,35AV,AVENTURE
1316,29AV,AVERROES
190,06AG,AVON
9756,36A5,AVRA (Small boat)
4560,49AX,AWAJI
4559,49AW,AWA-MARU
160,SLAW,AWEFU
6178,77AE,AXEL JOHNSON 
6315,90A2,AYAKS (F/V; call sign UUWI; built 1972; IMO7304194; Murmansk)
2608,319A,AYLWIN
10243,RUAA,AYSBERG-2 (Tug;comm-d 10.1982;length 21;Arkhangelsk) 
6313,90AY,AYTODOR
6318,90A5,AYU-DAG (M.Factory Fishing;c.s.ENGQ;built 1967;IMO6707296;Lloyd's Regis.1990-91)
6643,9085,AZCHERNIRO-1 
6644,9086,AZCHERNIRO-2 
6645,9087,AZCHERNIRO-3 
6646,9088,AZCHERNIRO-4 
6647,9089,AZCHERNIRO-5 
6642,9084,AZCHERNIRO-6 
6954,9055,AZIMUT
475,08AZ,AZOPARDO
5048,49VC,AZUMA
10100,49Q3,AZUMA (Call sign JE2556; operation dates 02.1980 - 02.1995)
10099,49Q4,AZUMA (Call sign JE3128; built 03.1995)
4566,49A4,AZUMA MARU
1462,31DD,B. STODDERT
6524,90RC,BABAYEVSK (M. Factory Fishing; call sign UQJQ; built 1980;IMO7831070)
1387,31BA,BACHE
1475,31DQ,BADGER
1123,24BA,BAEK DU SAN
1110,24AG,BAEKYANGSAN HO
763,14BA,BAEPENDI
802,18BA,BAFFIN (R/V;call sign CGCL;built 1956;decomm-d 1990) 
3977,34BA,BAGASKAR L/V 
3534,32ZD,BAGBY
2680,32BA,BAGLEY
7613,90UK,BAHCHISARAY
470,08AA,BAHIA AGUIRRE
477,08BB,BAHIA BLANCA 
4501,48BA,BAIONETTA
7817,49RZ,BAISHO MARU
10339,90TL,BAKAN (Schooner;built 1857;renamed Leytenant Skuratov 1902)
6321,90BA,BAKHCHISARAY 
4444,46AA,BAKKAFOSS
7012,903X,BAKSAN
8766,74G4,BALAENA (STEAM SHIP Active date: 1891 to 1929)
7225,909L,BALAKLAVA
1399,31BM,BALANUS
1422,31B9,BALD EAGLE
3885,329Q,BALD EAGLE (WX6240)
2683,32BD,BALDUCK
9111,65AY,BALLESTAS (FISHING BOAT)!
4329,352C,BALNY
2844,32FU,BALTIC SEAL
9620,77LT,BALTICA (Call sign SJOY; built 02.1982; IMO 8010673) 
6757,67BC,BALTICA (Call sign SNGH; built 06.1993; IMO9032745)
6910,LABZ,BALTIJAS ZVAIGZNE
5591,67BA,BALTYK
9468,65AZ,BAMAR (fishing boat) 
3771,326B,BANCROFT
6903,CYBA,BANDAMA
2284,31Z9,BANGRACHAN (86)
2686,32BG,BANGUST
8203,331M,BANKS
2693,32BN,BANNER
4507,48B1,BANNOCK (Call sign IKOD; built 06.1943; IMO6401438)
7150,4912,BANSHU MARU #83
4585,49BN,BANSYN-MARU NO 83
8475,33A5,BAP BONDY
8645,65BE,BAP EXPLORADOR
9129,65BA,BAP/CARRASCO 
767,14BT,BARAO DE TEFFE
3239,32Q0,BARBARA H. (WRB223)
8204,331N,BARBARA JO
3717,324R,BARBARA MARIE
2681,32BB,BARBEY
7363,66BA,BARBICAN SPIRIT
7360,66BB,BARBICAN STAR
7369,66BC,BARBICAN SUCCESS
2682,32BC,BARBOUR COUNTY
535,09BA,BARCOO (HMAS;K375/F375/A245;built 08.1943;decomm-d 02.1964)
2536,317B,BARGE
4442,457B,BARGE
1403,31BQ,BARNEGAT L/S 
1420,31B7,BARNEY
2694,32BO,BARON
1402,31BP,BARRETT
595,09J5,BARROW ISLAND (COASTAL STATION)
2449,314U,BARTLETT
1406,31BT,BARTON
4416,42BJ,BARUNA JAYA I (R/V; call sign YEAS; built 08.1989; IMO8420036)
7791,42BR,BARUNA JAYA IV (FRV; call sign PLIQ; built 11.1995; IMO9065998)
9559,42BY,BARUNA JAYA VIII (FRV; call sign YFZQ; built 08.1998; IMO9155171)
7124,906U,BASHKIRIYA
1653,31IO,BASILONE
2394,313B,BASSWOOD
9380,90XU,BATAISK (Call sign UKKN; built 1955; IMO 6722739)
2101,31U5,BAUER
2500,316B,BAUSSELL
230,06BV,BAVARIA
8522,54BY,BAY BRIDGE (Call Sign ELES7) 
10943,33WL,BAY HYDRO II (NOAA ship;S5401;R/V;call sign WDE6545;comm-d 04.2009;length 17.4)
7518,33BH,BAY HYDROGRAPHER (NOAA Survey Vessel;S5501;call sign KNBG)
2596,318Y,BAY STATE
233,06BY,BAYERNSTEIN
8565,90XO,BAYKAL (BMRT)
10120,AGSF,BC SAN FRANCISCO (C/S;call sign V2QD4;built 2006;ex.MARTHA RUSS;IMO9346562)
9334,90K4,BCHS-614
807,18BH,BEACON HILL
5689,74B2,BEAGLE
2858,32F8,BEAGLE III
1781,31L9,BEALE
1391,31BE,BEAR
1525,3.10E+05,BEARSS
2238,31YY,BEATTY
5666,74BE,BEAUFORT
3692,323Z,BEAUFORT (ATS-2)
3805,327B,BEAUMONT
8852,35B5,BEAUTEMPS-BEAUPRE (A758; call sign FABB; built 2001) 
4072,35B9,BEAUTEMPS-BEAUPRE (Active 1946-1965) 
2701,32BV,BEAVER
810,18BQ,BEDEQUE
9758,90K5,BEGLITZKY
1511,31EQ,BEGOR
806,18BE,BEINIR (F/V;built 1957;decomm-d 1997)
4579,49BH,BEISHU
8911,58A7,BELA
8912,58A8,BELA II
9677,RUXX,BELEK
8679,11BG,BELGICA (cruises prior to 1984)
744,11BE,BELGICA (R/V; call sign ORGQ; built 07.1984; IMO 8222563)
2334,311N,BELKNAP
10371,3322,BELL M. SHIMADA (F/R/V;call sign WTED;built 10.2009;IMO9349069)
2573,318B,BELLOWS
6330,90BK,BELOGORSK
9759,77LS,BELOS (Call sign SELT; Swedish Navy) 
2692,32BM,BELTRAMI
7539,18BG,BELUGA (Call sign CG3161)
10574,18BP,BELUGA II (CCGS;self-propelled boat; built 2011)
6325,90BE,BELUKHA
10772,09BN,BENALLA (HMAS;A04;c.s.VLRW;built 1990;Australian Navy ship;IMO8717324)
4392,41BE,BENGAL
3978,34BE,BENGTSKAR F/S
6658,91BB,BENGUELA
9462,642B,BENGUELA STREAM (Vessel of opportunity; call sign PENR; built 1998;IMO9158594)
2416,313X,BENHAM
1847,31N3,BENNER
2397,313E,BENNINGTON
3838,328B,BENSON
4075,35BE,BERCEUSE
7126,906W,BEREZAN
7861,908U,BEREZKIN
6327,90BG,BERG
7304,90EI,BERING
1405,31BS,BERING STRAIT
2116,31VK,BERKELEY
574,09F7,BERMAGUI (COASTAL STATION)
1400,31BN,BERTHA ANN
764,14BE,BERTIOGA
1192,26BE,BESKYTTEREN (OUEK)
6337,90BS,BESPOKOINYI
9335,90ZY,BESSTRASCHNYI (Damp boot)
2685,32BF,BETELGEUSE
6230,77ET,BETTY
11149,18VW,BETTY ADEL (F/V;length 13; MMSI316024463)
6961,41BB,BHAVABHUTI (ATUF)
8913,58A9,BHAVEL
5696,74B9,BIBI (VSBI3) 
1929,31QD,BIDDLE
8914,58BP,BIENENKORB
7584,4921,BIHORO (Call sign JBBQ; built 02.1974)
8885,89BL,BILIM (R/V;c.s.TAAB;built 1983;renamed Bilim-2 2005;c.s.TCBU3;IMO7729667)
2477,315N,BILLIE
7773,33BL,BIO LAB
1194,26BI,BIOLOGEN
6686,93BI,BIOMAR I
11462,33YC,BIOS JACK (Slocum glider;WMO 4801981;operated by Bermuda Inst.of Ocean Sciences)
11414,33JL,BIOS MINNIE (Slocum glider;WMO4801979;operated by Bermuda Inst.of Ocean Sciences
8039,90WS,BIRAKAN
5592,67BI,BIRKUT
7028,904N,BIROKHAN
4452,46BS,BJARNI SAEMUNDSSON (F/V; call sign TFEA; built 1970; IMO7017466)
9166,90Y6,BK-205
5315,58BA,BLAAJELD
1390,31BD,BLACK DOUGLAS
2846,32FW,BLACK SEAL
1731,31KV,BLACKHAW
5673,74BL,BLACKPOOL
5426,61BL,BLACKPOOL (F77;built 1958;comm-d 1966;decomm-d 1971) 
8140,90XB,BLAGONAMERENNI
1639,31IA,BLAIR
1397,31BK,BLAKE
2522,316X,BLAKELY
1067,20BE,BLANCO ENCALADA
2217,31YD,BLANDY
2707,32B1,BLANK
6241,77LE,BLENDA
7090,905U,BLESK
1398,31BL,BLISH
1747,31LB,BLUE
10887,33YA,BLUE (Slocum glider;WMO 4801913;operated by Univ.of Massachusetts Dartmouth) 
805,18BD,BLUE DOLPHIN 
1392,31BF,BLUE FIN
5322,58BJ,BLUE JACKET
2698,32BS,BLUE SEA II
813,18BT,BLUE THROAT
2197,31XT,BLUEBIRD
10410,331I,BLUEFIN (F/V;call sign WDC7379;built 1980;ex.SALLY J 2004;IMO8036586)
2691,32BL,BLUENOSE (18)
9668,90LK,BLYUKHER (F/V;b.1930;comm-d 1932;ren-d Finval 1938;operated in Russian Far East)
3872,329B,BOARFISH
1094,22BC,BOCAS DE CENIZA
1416,31B3,BOCO
215,06BG,BOERGEN (also BORGEN)
4417,42BL,BOGASARI LIMA (YDLR) 
2709,32B3,BOGGS
6974,9066,BOGOUCHAR
3979,34BO,BOGSKAR L/V
6340,90BW,BOGUSLAV (F/V; call sign UFLR; built 1973; IMO7337402)
5415,58BH,BOHOLMEN
10245,32I0,BOLD (OSV;built 1989;comm-d 2004;ex.USNS Bold (T-AGOS-12);operated by EPA)
1418,31B5,BOLD (USS;424;service date 09/25/1953 - 07/02/1971)
3245,32Q6,BOLD VENTURE (WRA456)
5618,68BS,BOLDAQUE DA SILVA
2642,3198,BOLLARD
734,09BB,BOMBARD
7505,74NB,BON ENTENTE
2704,32BY,BONDY
5568,65BO,BONDY
7932,06JI,BONN (F/V;call sign DFBK)
8609,06B3,BONN EXPRESS (Cont.ship;call sign DGNB;built 1989;IMO8711368)
10761,35ZB,BONPLAND (AUV;Slocum glider #142;owned by LOCEAN)
579,09GC,BOOBIE ISLAND (COASTAL STATION)
10963,330Q,BOOMER (M/V;length 8;US Geological Survey)
5593,67BO,BORA
8848,35B8,BORDA (A792;call sign FYCT;built 1988)
1707,31J7,BORDELON
2690,32BK,BOREAS
5325,58BO,BORGENES
4085,35BO,BORHA (Offshore structure; active 1964-1970) 
4071,35BA,BORHA II (Offshore structure; call sign FZGD; active 1973-1977)
2195,31XR,BORIE
6875,746B,BORINGIA
7239,HKBR,BORINGIA
6324,90BD,BORIS DAVIDOV
223,06BO,BORKUMRIFF
221,06BM,BORNHOLM GATT
6214,77BO,BORNO STATION L/V
6733,90BJ,BORODINSKOYE 
11346,4935,BOSEI MARU (R/V;call sign JGAW;built 10.1993;IMO9057989)Q
4678,49EW,BOSEI MARU NO.2
10345,14BO,BOSISIO (F48;Frigate;c.s.PWBO;b.1980;ex.UK RN HMS Brazen 08.30.1996;Brazil.Navy)
10090,49Q6,BOSO MARU (F/V; call sign JPVZ; built 06.1994; IMO9100413)
2358,312B,BOSTON L/S
815,18BW,BOSTON WHALER
5694,74B7,BOTANY BAY
569,09F1,BOTANY BAY (COASTAL STATION) 
11581,77XV,BOTNICA (R/V;call sign SBZQ;built 1989;length 22.3;MMSI 265781580)\0 
10338,90XX,BOTSMAN LAINE (Arctic data collected in 1936)
478,08BC,BOUCHARD
8749,09AY,BOUGAINVILLE (COASTAL STATION)
4091,35BU,BOUSSOLE (A781; call sign FBLE; active 1964-1990; Naval vessel)
1401,31BO,BOWDITCH
1409,31BW,BOWIE
1878,31OY,BOYD
5665,74BD,BOYNE
765,14BR,BRACUI
1491,31D6,BRADFORD
8041,74I6,BRAK
811,18BR,BRANDAL (R/V;built 1965;renamed Granchio 1995;IMO6510760)
2465,315B,BRANNON
5909,74RD,BRANSFIELD (ZDLG)
5327,58BT,BRATEGG (F/V; built 1932; Antarctic Expedition 1947-48)
1892,31PC,BRATTLEBORO
2710,32B4,BRAZOS
9252,58BN,BREKNE (Built 1972; length 9)
9902,58BQ,BRENNHOLM (F/V; call sign LIWG; built 2007; IMO9268655)
110,PABA,BRESLAU (SFXW2)
2637,3193,BREWTON
2711,32B5,BRIDGE
540,09BR,BRIDPORT
8915,58BS,BRIG MARTHA
5326,58BR,BRILLIANT (Comm-d 1940; decomm-d 1940; IMR cruise on hired vessel in 1940)
7355,BHBS,BRISBANE STAR
3543,32ZM,BRISCOE
1973,31RL,BRISTOL
11548,31XX,BRISTOL EXPLORER (F/V;c.s.WCZ9010;b.1982;ex.Sea Co Queen 1987;IMO8030647)
5675,74BN,BRITANNIA
5687,74BZ,BRITISH ENTERPRISE III (C.s.GCZT;b.1965;ex.IntersubIII 1981;ren-d STM Atria 1992
5971,74VB,BRITISH VIKING (GHBD)
4088,35BR,BRIX
7761,90UT,BRIZ
2688,32BI,BROADBILL
5688,74B1,BROADSWORD
2255,31ZF,BRONSTEIN
2430,314B,BROOKE
10011,33TC,BROOKS MCCALL (R/V;call sign WCZ7811;built 2000;IMO8964367)
688,09V6,BROOME
3704,324B,BROSTROM
1394,31BH,BROUGH
5427,61BR,BROUGH
538,09BL,BROULEE ISLAND (COASTAL STATION)
480,08BW,BROWN
1853,31N9,BROWN
1388,31BB,BROWN BEAR
1404,31BR,BROWNSON
4469,46BG,BRUARFOSS
2198,31XU,BRUMBY
3723,324X,BRUNSWICK (ATS-3)
9254,58BU,BRUSEN (Call sign LK4651)
2071,31UB,BRUSH
536,09BC,BUCCANEER
1296,28AA,BUCCANEER
7651,7.40E+03,BUCCANEER
2273,31ZX,BUCHANAN
2097,31U1,BUCK
476,08BA,BUENOS AIRES 
227,06BS,BUISE
1125,24BU,BUK HAN SAN
5667,74BF,BULLFINCH
1415,31B2,BULWARK
5685,74BX,BUNKER HILL
10031,33WB,BUNNY BORDELON (Supply Ship; call sign WDA5139; built 2001; IMO9260756)
4572,49BA,BUNPUKU MARU 
2078,31UI,BUNTING
8535,90Y4,BURAN
7553,90B2,BUREVESTNIK
5682,74BU,BURGHEAD BAY (HMS;K622;active 1945-08.1958;renamed NRP Alvares Cabral F336)
4418,42BU,BURUDJULASAD 
10183,90XX,BURYA (Small boat)
1407,31BU,BUSHNELL
2699,32BT,BUTTERNUT
2128,31VW,BUTTONWOOD
10139,54CQ,BUXLINK (Cont.ship;c.s.A8SW3;b.2002;ex.Apl Jebel Ali 2009;IMO9235816)
5052,49VG,BUZEN (Active 03.1971 - 09.1984)
10062,49J1,BUZEN (Call sign JM5414; built 10.1984)
2488,315Z,BUZZARDS L/S 
1411,31BY,BYRANT CRUISER
9336,90L1,BYSTRYI
1218,26GR,C F GROVE
9469,65CM,C&Z 7 (fishing boat) 
5708,74CL,C. A. LARSON 
2663,32AT,C. ANTONIA (TB)
2749,32C7,C. CHRISTINA (TB)
1426,31CD,C. H. DAVIS
2374,312R,C. H. ROAN
2232,31YS,C. H. SPERRY 
3706,324D,C. J. DOYLE
2790,32EC,C. J. ELIZABETH (TB) 
3010,32KI,C. J. KIMMEL 
2958,32I2,C. J. MARIA
1987,31RZ,C. K. BRONSON
2207,31X3,C. V. RICKETTS
7272,902G,C.A. 7
2243,31Y3,C.BERRY
2169,31W1,C.R. WARE
5239,54PN,C.R.POINTE NOIRE (C/S;c.s.ELEH4;built 1985;r-d DELMAS TOURVILLE 1991;IMO8130253)
2215,31YB,C.YOUNG
8291,3359,C-6980
5701,74CE,CABLE ENTERPRISE (Call sign GNCH;comm-d 1964;decomm-d 2001)
2359,312C,CACHE
2466,315C,CACTUS
8797,65AL,CAJAMARCA 8 (FISHING BOAT)
2742,32C0,CAJUN SPECIAL
2743,32C1,CALAMARES
1434,31CL,CALANUS
10808,18DM,CALANUS (Built 1948;comm-d 1949;decomm-d 1979)
6109,745R,CALANUS (Call Sign GBJK)!
831,18CN,CALANUS II (Call sign CG3187; built 1991;IMO9046978) 
7374,18C6,CALGARY (HMCS;FFH 335;call sign CGAF;launched 08.1992;comm-d 05.1995)
3040,32LD,CALIFORNIA
8767,74G5,CALIFORNIA (STEAM SHIP Active date: 1872 to 1904)
7245,54CL,CALIFORNIA CURRENT
5231,54CH,CALIFORNIA HERMES (ELJP6)
2744,32C2,CALIFORNIA ROSE
5746,74DO,CALIFORNIA STAR
8,BACS,CALIFORNIA STAR
5233,54CZ,CALIFORNIA ZEUS (Cont.ship;c.s.ELJP8;built 1986;ex.HIDAKA MARU 1988;IMO8417048)
1450,31C1,CALIFORNIAN
2833,32FJ,CALLAGHAN
8212,331W,CALM
3177,32O8,CALVER
4097,35CA,CALYPSO
8213,331X,CAMBRIDGE
132,RCCA,CAMEROUNALS
10600,35ZP,CAMPE (AUV;Slocum glider;#176;b.2009;Length 2.15;owned by the IFREMER)
2437,314I,CANADA MAIL
9457,06CZ,CANBERRA EXPRESS (Container ship; call sign DFCW2; built 2000)
818,18CA,CANCOLIM II
6285,89CA,CANDARLI (decommissioned 08/30/1985) 
1442,31CT,CANISTEO
7510,29CN,CANONNIERES DE LA MARINE!
7710,26CA,CANOPUS (PILOT BOAT) 
820,18CC,CANSO CONDOR 
108,PAAZ,CAP ANAMUR
7920,35PJ,CAP BOJADOR (FGPI)
9080,18BO,CAP BRETON (CCGC;built 06.2004;length 14.6)
8159,35C2,CAP CANAILLE (call sign FQRQ)
833,18CP,CAP DE LA MADELEINE (K633/FFE317; active 1944-1945; 1954-1965)
7368,06CF,CAP FINISTERRE
9029,64CP,CAP MATATULA (PJVC)(Previous names: CASTOR; TMM GUADALAJARA) 
11213,AGST,CAP PASADO (Cont.s.;c.s.V2DV4;b.2006;ex.Fesko Bratsk 09.2006;IMO9311799)Q
9973,54AO,CAP REINGA (Cont.s;c.s.A8FA6;built 2001;ex.CSCL Longkou 2007;IMO9226504)Q
4263,35RQ,CAP SAINT PAUL (FPYO)
9043,54CE,CAP SAN ANTONIO (Call Sign ELZU6)
398,061H,CAP SAN AUGUSTIN
396,061F,CAP SAN MARCO
7903,54VE,CAP VERDE (ELVO3)
9031,06CK,CAP VICTOR (C/S; c.s.DCFH2;built 12.1998;ex Columbus Waikato 2002;IMO9134593)
3807,327D,CAPE (R/V)
845,18C3,CAPE AGULHAS (F/V;call sign VXRJ;b.1919;ex.John W.Johnson 1924;sank 1956)
10051,18DI,CAPE BALLARD (F/V;call sign VCXB;built 1981;decomm-d 04.2013;IMO8006347)Q
804,18BC,CAPE BRIER
546,09CD,CAPE DON (VLFQ)
3605,321F,CAPE FLORIDA 
11358,MHNH,CAPE FRANKLIN (Cont.ship;call sign V7LH7;built 2006;IMO9359301)
823,18CF,CAPE FREELS
3027,32KZ,CAPE HATTERAS
2738,32CW,CAPE HENLOPEN
8211,331V,CAPE MAY
549,09CP,CAPE PILLAR
824,18CG,CAPE ROGER (CCGS;Offshore Patrol Vessel;call sign VCBT;built 1977;IMO7503180)
551,09CS,CAPE SORELL
5709,74CM,CAPE ST MARY 
8917,581D,CAPELLA
3731,3245,CAPELLA (AKR-293 EX MCLEAN)
2731,32CP,CAPERTON
10926,WSCF,CAPITAINE FEARN (Cargo s.;c.s.5WDC;b.2001;ex.Southern Moana 02.2014;IMO9210713)
7059,20CA,CAPITAN ALCAZAR
7049,08CA,CAPITAN CANEPA (Call Sign LW9000;built 1964;ex. Ello 1980;IMO6422523)
479,08BD,CAPITAN OCA BALDA (F/V;call sign LRGS;built 1983;IMO8128834) 
1095,22CT,CAPITAN TONO 
8634,CYCT,CAPITANE TASMAN (P3CV9)
10530,74RP,CAPITELLA (R/V;dive vessel;call sign MYRC9;length 10 m;MMSI 232004003)
2751,32C9,CAPODANNO
5697,74CA,CAPRICE
4105,35CI,CAPRICORNE
60,ICCA,CAPRICORNE
9132,65BD,CAPRICORNIO 5 (fishing boat) 
8768,74G6,CAPRICORNUS (STEAM SHIP - CIRCA 1896)
2179,31XB,CAPT BILL III
2979,32JN,CAPT JOE MEDINA (TB) 
2706,32B0,CAPT. BRADY J
10123,33Y4,CARETTA (R/V;NOAA small boat operated by NMFS;built 1978;length 17.7)\0
443,063C,CARIBIA EXPRESS
7829,48CA,CARIBOO
3164,32OU,CARIBOU REEFER (18)
3787,326T,CARIBOU REEFER II (CANADIAN) 
463,07GA,CARL FR. GAUSS (Call sign Y7BO;active 04.15.1976 - 11.15.1990)
3526,32Y5,CARL VINSON (CVN-70) 
5199,54AT,CARLANTIC
1068,20CD,CARLOS DARWIN
1071,20CP,CARLOS PORTER
2733,32CR,CARLSON
1436,31CN,CARNEGIE
3047,32LK,CAROL VIRGINIA (TB)
3455,32W4,CARON
1438,31CP,CARPELLOTTI
5565,65AA,CARRILLO
5723,74C1,CARRON
6926,SVCA,CARRYMAR
6286,89CR,CARSAMBA
835,18CR,CARTIER
7169,18C9,CARTOP
1423,31CA,CARYN
5702,74CF,CARYSFORT
9482,65DC,CASACA (fishing boat)
1441,31CS,CASCO
1433,31CK,CASTLE ROCK
8918,58BV,CASTOV
10775,09CN,CASUARINA (SMB 1011;survey motor boat;comm-d 1992-1993;length 10.7;Austral.Navy
1317,29CA,CATALUNA
2716,32CA,CATALYST
8218,332C,CATHERINE C. 
4108,35CL,CATHERINE LAURENCE
6798,33CA,CAVALIERI
5793,74FH,CAVARA
5699,74CC,CAVENDISH
838,18CU,CAYUGA
3636,322C,CAYUGA
2234,31YU,CAYUSE
8881,18LX,CCCG CG 141 (MULTITASK LIFEBOAT)
10518,18VD,CCGS VLADYKOV (R/V; call sign CFN5960; built 2012; IMO9656149)
8991,74KR,CEC STAR (Call Sign VSOP5)
9037,18DK,CEDARGLEN (Call sign VCLN;built 1959;ex.Cartierdoc 2002;IMO5103974)
822,18CE,CEDARWOOD (HMCS;AGSC 539;built 1941;active 1948 - 1958)
5776,7.40E+10,CEFAS ENDEAVOUR (R/V;call sign VQHF3;comm-d 2003;IMO9251107) 
1446,31CX,CELTIC
8818,BHCA,CELTIC AMBASSADOR (Call sign C6MU6)
9215,45CE,CELTIC EXPLORER (R/V;call sign EIGB;built 12/2002;IMO9244439)
9711,45CV,CELTIC VOYAGER (F/R; call sign EIQN; built 1997)
5633,74AA,CENTAUR
5730,74C8,CEYLON
8219,332D,CG-81006
8222,332G,CG-83082
8220,332E,CG-83391
8221,332F,CG-83431
4287,35UT,CGM UTRILLO (FNED)
9763,90L2,CHAIKA
1431,31CI,CHAIN
839,18CV,CHALLENGER
8747,74R2,CHALLENGER (HMS;built 1858; broken up 1921)
5704,74CH,CHALLENGER (sold April 2000 and re-flagged as EXPLORER)
1637,31H8,CHAMBERS
1430,31CH,CHANCE
844,18C2,CHANCE (CIRCA 1926)
2720,32CE,CHANDELEUR
2598,3180,CHANDLER (DDG996)
6114,76AB,CHANG ZHOU
151,SICH,CHANGI
1114,24AL,CHANGPA HO
6165,761C,CHANGSHENG
6273,86CH,CHANTHARA
2527,3162,CHANTICLEER
5724,74C2,CHAPLET
3508,32YN,CHAPMAN (Call sign WTDL;built 05.1980; ex NOAA Ship CHAPMAN 1997;IMO7907051) 
5705,74CI,CHARITY
5634,74AB,CHARLES DARWIN (R/V;c.s.GDLS;built 1984;ren-d Ocean Researcher 2006;IMO8207941)
4099,35CC,CHARLES EDMOND (1928)
8224,332I,CHARLES F HUGHES
1429,31CG,CHARLES H. GILBERT
6918,PACL,CHARLES LYKES (C.s..s.3EJT9;b.1978;ex.Nedlloyd Bahrain 1993;IMO7704461)\0
2926,32H4,CHARLESTON
253,06DJ,CHARLOTTE
7376,18C8,CHARLOTTETOWN (HMCS;FFH339;call sign CGAJ; commissioned 09.1995)
6714,90HC,CHAROIT (F/V; call sign UGXS;built 1981;renamed Shklov 1998;IMO8033065)
3772,326C,CHARR
2313,3102,CHARTER/FISHING BOATS
8390,3.30E+10,CHARTERED VESSEL
5719,74CW,CHARTERER
6737,65CD,CHATYR-DAG
6379,90DC,CHATYR-DAG (F/V; call sign EWVX; built 1971; IMO7102742)a
834,18CQ,CHAUDIERE
2723,32CH,CHAUVENET
9143,65BS,CHAVIN 1 (fishing boat)
9144,65BT,CHAVIN 2 (fishing boat)
9145,65BU,CHAVIN 6 (fishing boat)
7078,9049,CHC-2032
825,18CH,CHEBUCTO
9337,90L3,CHEKIST
1427,31CE,CHELAN
6328,90BH,CHELEKEN
1451,31C2,CHELSEA
7273,902H,CHELYUSKIN
10626,HKCH,CHENAN (Call sign VRUB2;b.1992;ex.Pacific Discoverer 01.2012;IMO9007374)Q
2722,32CG,CHENANGO
1452,31C3,CHEPACHET
6351,90CH,CHERNOMOR (F/V;c.s.UPFA;built 1966;ren-d Koutouriaris Elina 1986;IMO6901294) 
2726,32CK,CHEROKEE
5774,74EL,CHERWELL
2740,32CY,CHERYL MARIE (TB)
2325,311E,CHESAPEAKE L/S
1632,31H3,CHEVALIER
5725,74C3,CHEVIOT
5703,74CG,CHEVRON
3223,32QI,CHEVRON ARIZONA
2718,32CC,CHEVRON CALIFORNIA
2750,32C8,CHEVRON HAWAII
2728,32CM,CHEVRON MISSISSIPPI
1131,24CI,CHI RI SAN HO (Active 1967-1982;also spelled as Chirisan HO;ren-d Gyongbuk 853)
4606,49CA,CHIAKI MARU
4993,49TB,CHIBA MARU
4773,49I2,CHIBA MARU NO. 2
10089,49CX,CHIBA MARU NO.2 (Call sign JPTT;built 1980;r-ed Chiba Maru 2 1995;IMO8024973)
1951,31QZ,CHICAGO
5706,74CJ,CHICHESTER
5707,74CK,CHIEFTAIN
